"emp_no","birth_date","first_name","last_name","gender","hire_date"
269094,"1962-02-17","Zhensheng","Lund","M","1986-01-18"
269102,"1955-07-13","Kyoichi","Spinelli","M","1986-01-18"
269128,"1960-09-25","Iara","Roccetti","M","1986-01-09"
269142,"1956-01-22","Pranay","Zaumen","M","1986-01-16"
269766,"1959-03-17","Rosine","Herath","F","1986-01-21"
269315,"1955-09-26","Geoffrey","Kleiser","F","1986-01-12"
269372,"1964-08-29","Collette","Bahk","F","1986-01-07"
269380,"1964-10-19","Djenana","Pillow","M","1986-01-20"
269425,"1964-06-17","Muzhong","Picco","M","1986-01-04"
269784,"1963-01-25","Rance","Pardalos","M","1986-01-13"
269805,"1960-06-09","Chuanti","Swiler","F","1986-01-10"
270111,"1958-10-13","Leen","Choobineh","M","1986-01-04"
270126,"1959-04-13","Abdelwaheb","Randt","M","1986-01-26"
270157,"1961-02-02","Kazuyasu","Smailagic","M","1986-01-26"
270482,"1953-07-21","Muneo","Businaro","F","1986-01-22"
270313,"1955-09-06","Vidya","Swift","F","1986-01-13"
270749,"1957-12-27","Toshimo","Ginesta","M","1986-01-31"
270538,"1963-01-03","Geoffrey","Cannane","M","1986-01-25"
270612,"1957-11-19","Weijing","Suri","M","1986-01-10"
270942,"1961-08-09","Bader","Perl","F","1986-01-26"
271194,"1957-06-24","Arto","Gischer","F","1986-01-30"
271319,"1952-02-29","Hideo","Rosin","M","1986-01-14"
271078,"1956-09-02","Gill","Peltason","M","1986-01-25"
271363,"1956-04-16","Nadjib","Rajala","M","1986-01-12"
271418,"1961-05-10","Xiaocheng","Oxenboll","M","1986-01-15"
271474,"1956-03-14","Pradeep","Polupanov","F","1986-01-22"
271436,"1952-09-08","Fei","Cummings","F","1986-01-29"
271499,"1960-03-26","Shim","Bael","F","1986-01-04"
271697,"1956-08-14","Piyush","Lalonde","M","1986-01-29"
271542,"1957-06-07","Yunming","Jayawardene","F","1986-01-14"
272466,"1959-04-19","Nitsan","Kragelund","M","1986-01-21"
272265,"1959-02-05","Muneo","Magalhaes","M","1986-01-14"
272269,"1955-02-05","Jaewoo","Zhang","F","1986-01-27"
272329,"1957-09-24","Slavian","Lally","M","1986-01-18"
272686,"1963-07-06","Luise","Szemeredi","M","1986-01-09"
272354,"1960-11-29","Danil","Panwar","M","1986-01-02"
272363,"1964-02-17","Hein","Hainaut","M","1986-01-27"
272766,"1953-10-23","Bodh","Kilgore","M","1986-01-26"
273138,"1953-12-09","Mizuhito","Rebaine","M","1986-01-19"
272816,"1953-09-04","Gita","Litvinov","M","1986-01-17"
272820,"1953-07-27","Kwan","Wuwongse","M","1986-01-12"
272858,"1962-03-30","Kauko","Lamparter","M","1986-01-23"
273173,"1955-11-02","Maha","Farris","F","1986-01-24"
273326,"1955-11-25","Aksel","Gulik","M","1986-01-14"
273434,"1957-05-28","Guoxiang","Iisaku","F","1986-01-27"
273611,"1960-08-03","Djelloul","Androutsos","M","1986-01-15"
273510,"1961-03-03","Halsur","Sidje","M","1986-01-15"
273536,"1964-11-26","Mohd","Lovengreen","M","1986-01-08"
273638,"1952-07-30","Chikara","Farrar","M","1986-01-06"
273903,"1963-09-12","Eishiro","Erde","F","1986-01-07"
273816,"1963-12-01","Odysseas","Sichman","M","1986-01-13"
273960,"1962-02-24","Feipei","Bazzichi","M","1986-01-06"
274140,"1961-11-26","Kiyokazu","Radhakrishnan","F","1986-01-04"
274034,"1958-06-18","Sanjai","Ciolek","F","1986-01-26"
275208,"1956-11-25","Freyja","Shiratori","F","1986-01-29"
274069,"1959-10-02","Susanna","Cichocki","M","1986-01-16"
274315,"1960-01-26","Tiina","Ventosa","M","1986-01-06"
274323,"1962-12-01","Masato","Feinberg","F","1986-01-27"
274749,"1952-10-30","Luisa","Danner","M","1986-01-16"
274994,"1953-04-22","Tru","Casperson","F","1986-01-24"
275029,"1962-08-05","Morris","McDermid","M","1986-01-04"
275182,"1953-12-29","Poornachandra","Engberts","M","1986-01-10"
275277,"1958-12-09","Poornachandra","Melichar","F","1986-01-27"
275391,"1958-08-23","Fei","Hiyoshi","M","1986-01-13"
275783,"1962-02-25","Tetsushi","Haddadi","M","1986-01-17"
275639,"1955-11-08","Kasturi","Claffy","M","1986-01-31"
275666,"1957-02-19","Kensyu","Riexinger","F","1986-01-27"
275680,"1958-06-15","Anneli","Anandan","M","1986-01-28"
275714,"1961-11-14","Arch","Krzyzanowski","M","1986-01-20"
275793,"1958-03-05","Yishay","Matzov","M","1986-01-21"
275827,"1961-04-17","Kaijung","Simmen","M","1986-01-08"
275998,"1961-04-01","Hongzhu","Silva","M","1986-01-03"
276010,"1954-03-10","Khoa","Baig","F","1986-01-23"
276058,"1952-02-21","Shiv","Tchuente","M","1986-01-23"
276344,"1953-01-20","Mana","Vieri","M","1986-01-26"
276972,"1954-06-03","Cordelia","Butner","M","1986-01-13"
276432,"1960-11-27","Bikash","Luca","F","1986-01-29"
277247,"1962-08-29","Christ","Vickson","F","1986-01-25"
277263,"1958-03-13","Shaz","Dengi","F","1986-01-18"
277328,"1954-03-05","Mooi","Yurek","F","1986-01-04"
277472,"1954-07-21","Bernd","Lung","M","1986-01-04"
277437,"1961-12-22","Billie","Peyn","F","1986-01-07"
277540,"1961-09-02","Poornachandra","Thiran","M","1986-01-28"
277541,"1961-07-05","Fai","Narahari","M","1986-01-14"
277593,"1956-02-12","Taiji","Naumovich","F","1986-01-07"
277834,"1963-06-25","Izaskun","Alpay","F","1986-01-08"
278020,"1953-02-21","Xiaopeng","Chaudhuri","M","1986-01-30"
278057,"1962-03-31","Tzvetan","Piazza","F","1986-01-07"
278083,"1955-12-12","Georg","Pollock","M","1986-01-24"
278186,"1964-02-17","Golgen","Rabejac","M","1986-01-04"
277899,"1954-12-18","Volkmar","Grabner","M","1986-01-16"
278351,"1962-11-02","Debaprosad","Gyorkos","M","1986-01-11"
278195,"1958-07-30","Adib","Ozery","M","1986-01-18"
278407,"1953-07-10","Lunjin","Egerstedt","F","1986-01-21"
278218,"1963-01-24","Shaz","Baezner","M","1986-01-26"
278450,"1958-05-01","Atreye","Redmiles","F","1986-01-21"
278508,"1953-06-10","Mansur","Improta","F","1986-01-15"
278599,"1961-04-15","Debaprosad","Demeyer","M","1986-01-08"
278602,"1957-08-03","Tesuya","Cunliffe","F","1986-01-17"
278730,"1956-05-04","Cristinel","Schaap","M","1986-01-07"
278744,"1959-11-19","Sergi","Jeansoulin","F","1986-01-03"
278816,"1960-04-12","Gonzalo","Bellmore","M","1986-01-25"
278828,"1952-11-28","Stabislas","Rosin","M","1986-01-23"
278845,"1964-01-26","Maria","Figueira","M","1986-01-03"
278854,"1964-06-19","Harjit","Hennings","M","1986-01-22"
278882,"1953-09-03","Garnet","Vrecion","F","1986-01-28"
278916,"1958-06-10","Mizuhito","Kossowski","F","1986-01-08"
279009,"1955-12-16","Taiji","Brookman","M","1986-01-22"
278224,"1961-10-09","Tsuneo","Coombs","M","1986-01-06"
279336,"1952-08-27","Moss","Bonifati","F","1986-01-08"
279357,"1962-02-16","Manibrata","Stiles","F","1986-01-01"
279178,"1963-10-01","Mohd","Koblitz","M","1986-01-16"
279390,"1956-03-14","Shim","Rahimi","F","1986-01-29"
279430,"1956-06-19","Xianlong","Verhaegen","M","1986-01-03"
279488,"1953-12-31","Aleksandar","Vandervoorde","M","1986-01-03"
279618,"1955-06-10","Eben","Cannata","M","1986-01-19"
279510,"1952-02-02","Makato","Munck","F","1986-01-26"
279572,"1958-09-19","Dipankar","Baba","M","1986-01-29"
279577,"1957-12-03","Xumin","Baca","F","1986-01-20"
279899,"1958-04-06","Maia","Falster","F","1986-01-08"
279963,"1961-12-18","Eirik","Ligten","M","1986-01-27"
280183,"1962-01-12","Fen","Thorelli","M","1986-01-08"
279742,"1954-12-03","Navid","Woycyznski","M","1986-01-09"
279749,"1957-10-20","Tetsushi","Riexinger","F","1986-01-21"
279796,"1958-08-06","Sarita","Magalhaes","F","1986-01-10"
280531,"1960-10-12","Ipke","Benaini","M","1986-01-15"
280274,"1963-07-06","Sorina","Rikino","M","1986-01-16"
280534,"1955-04-06","Oscal","Nilsson","F","1986-01-30"
280685,"1959-08-14","Katsuo","Gimbel","M","1986-01-10"
280767,"1964-06-29","Uma","Syrotiuk","M","1986-01-09"
280818,"1964-01-12","Kasturi","Mersereau","M","1986-01-08"
281151,"1964-12-30","Kristen","Ermel","F","1986-01-08"
281195,"1954-01-03","Zengping","Undy","M","1986-01-29"
281370,"1964-02-11","Mads","Picco","M","1986-01-07"
281398,"1953-06-29","Randy","Poujol","F","1986-01-04"
281428,"1957-07-09","Guttorm","Businaro","F","1986-01-11"
281705,"1959-03-08","Ult","Rathonyi","M","1986-01-12"
281505,"1955-06-01","Babette","Baer","M","1986-01-21"
281743,"1955-08-19","Mitchel","Beeson","F","1986-01-29"
281566,"1962-11-05","Heping","Ernst","M","1986-01-19"
281880,"1960-08-28","Duke","Randi","M","1986-01-28"
282066,"1960-01-22","Alejandra","Picco","M","1986-01-13"
282084,"1952-08-18","Gil","Chinen","M","1986-01-05"
282296,"1964-01-10","Toshimori","Takanami","F","1986-01-10"
282203,"1962-10-16","Aloys","Kornatzky","M","1986-01-19"
282297,"1960-11-11","Zorica","Tasistro","M","1986-01-25"
282358,"1957-02-08","Luerbio","Milicia","M","1986-01-15"
282835,"1962-02-20","Bikash","Ibel","M","1986-01-15"
282481,"1964-06-02","Khalid","Schlenzig","M","1986-01-12"
282720,"1964-01-01","Falguni","Diderrich","M","1986-01-04"
282728,"1959-10-23","Remko","Lanteri","M","1986-01-28"
282743,"1954-10-08","Becky","Paludetto","M","1986-01-24"
282810,"1953-04-06","Zeljko","Merks","M","1986-01-29"
282926,"1961-07-30","Tianruo","Stemann","M","1986-01-03"
282969,"1956-11-24","Tiina","Angelopoulos","F","1986-01-16"
283009,"1954-09-11","Mitchel","Erde","F","1986-01-05"
283030,"1964-04-27","Moto","Ruemmler","M","1986-01-10"
283154,"1956-01-22","Leaf","Narahari","F","1986-01-29"
283262,"1954-05-20","Chrisa","Cullers","M","1986-01-28"
283167,"1962-11-28","Khalil","Rubsam","M","1986-01-31"
283298,"1952-10-17","Tesuya","Pietrzykowski","M","1986-01-12"
283843,"1957-02-12","Barry","Geffroy","F","1986-01-23"
283653,"1955-06-19","Neelam","Camurati","F","1986-01-31"
284251,"1957-08-30","Idoia","Atchley","M","1986-01-14"
283943,"1959-06-19","Emdad","Szilard","M","1986-01-18"
283959,"1952-08-01","Heather","Comyn","M","1986-01-27"
283970,"1955-10-10","Tamiya","Asmuth","M","1986-01-10"
284011,"1963-04-07","Mona","Kaiser","F","1986-01-16"
284579,"1952-05-10","Paddy","Kambil","M","1986-01-05"
284854,"1963-12-18","Pradeep","Staylopatis","F","1986-01-22"
285374,"1957-05-18","Shigeu","Gronowski","M","1986-01-14"
285488,"1958-08-14","Xinglin","Denis","M","1986-01-25"
285259,"1964-07-05","Renee","Schlenzig","M","1986-01-22"
285714,"1963-10-27","Fumiko","Simmen","M","1986-01-30"
285589,"1956-12-07","Uta","Frolund","M","1986-01-22"
285595,"1956-01-23","Giao","Hammerschmidt","M","1986-01-27"
285730,"1956-03-31","Shounak","Danlos","M","1986-01-07"
286402,"1955-05-29","Giordano","Uehara","F","1986-01-15"
286014,"1959-01-25","Hongzue","Gecseg","M","1986-01-27"
286419,"1958-02-23","Martine","Gips","F","1986-01-07"
286571,"1960-01-12","Irena","Genther","F","1986-01-27"
286470,"1957-10-22","Kyoichi","Etalle","M","1986-01-14"
286490,"1952-09-27","Gill","Ranai","F","1986-01-04"
286642,"1959-09-29","Guiseppe","Matzke","F","1986-01-30"
286709,"1959-01-21","Abdelaziz","Kowalchuk","M","1986-01-06"
287023,"1956-08-08","George","Morrin","M","1986-01-10"
286891,"1962-01-05","Salvador","Baek","M","1986-01-19"
287295,"1961-11-29","Mohua","Neiman","M","1986-01-11"
287119,"1954-12-13","Zijian","Itschner","M","1986-01-25"
287553,"1956-06-26","Khatoun","Zeilberger","F","1986-01-31"
287388,"1955-05-21","Zongyan","Mahnke","M","1986-01-26"
287582,"1958-12-19","Paris","Gopalakrishnan","M","1986-01-13"
288040,"1964-05-12","Gou","Ranft","F","1986-01-27"
287649,"1963-10-03","Abdelwaheb","Hainaut","F","1986-01-20"
287715,"1960-01-23","Ferdinand","Simmel","M","1986-01-28"
287756,"1963-11-12","Douadi","Ernst","M","1986-01-07"
287931,"1953-08-22","Sariel","Tsukuda","F","1986-01-29"
287963,"1959-04-10","Hironoby","Sabnani","M","1986-01-17"
288057,"1955-08-07","Alejandro","Ozeri","M","1986-01-12"
288062,"1956-04-01","Samphel","Miake","F","1986-01-27"
288119,"1964-10-06","Perry","Munch","F","1986-01-18"
288319,"1952-10-29","Srinidhi","Kaminger","M","1986-01-11"
288176,"1957-01-10","Thanasis","Pauthner","F","1986-01-27"
288340,"1954-09-22","Moheb","Rosin","F","1986-01-06"
288341,"1952-10-28","Aris","Koshiba","F","1986-01-06"
288574,"1953-02-20","Fayez","Paludetto","F","1986-01-14"
288775,"1959-09-11","Froduald","Rosch","M","1986-01-08"
288818,"1956-01-04","Jackson","Chinal","F","1986-01-24"
289062,"1956-12-29","Basant","Klerer","F","1986-01-17"
288890,"1962-09-15","Nadjib","Hebert","F","1986-01-13"
288922,"1960-03-25","Shahab","Herath","M","1986-01-19"
289070,"1957-08-10","Leah","Sidje","M","1986-01-25"
289099,"1956-04-03","Yahiko","Bennet","M","1986-01-18"
289285,"1952-02-14","Mohua","Miake","F","1986-01-28"
289305,"1960-04-29","Dipankar","Detkin","F","1986-01-21"
289585,"1955-09-06","Guther","Pappas","F","1986-01-25"
289617,"1956-12-01","Almudena","Eastman","M","1986-01-11"
289801,"1958-06-17","Gila","Angot","M","1986-01-23"
289941,"1956-08-28","Shuji","Sudkamp","M","1986-01-24"
289650,"1954-03-30","Teunis","Felder","M","1986-01-03"
290074,"1964-01-12","Breannda","Biran","M","1986-01-17"
290092,"1958-04-01","Takahira","Terkki","F","1986-01-31"
290148,"1952-02-24","Gunilla","Brendel","M","1986-01-09"
290388,"1960-11-13","Christ","Ozeki","M","1986-01-28"
290217,"1963-06-07","Kaijung","Azumi","M","1986-01-14"
290540,"1954-02-19","Gennadi","Lyonns","M","1986-01-15"
290558,"1953-05-22","Franziska","Linares","M","1986-01-03"
290722,"1957-09-17","Sachar","Nations","F","1986-01-19"
290629,"1958-11-16","Ung","Merle","M","1986-01-19"
290816,"1955-03-30","Sachem","Cochrane","F","1986-01-26"
290685,"1953-04-21","Spyrose","Nations","F","1986-01-05"
291011,"1955-10-06","Aron","Huxford","F","1986-01-08"
291086,"1959-05-05","Isamu","Krzyzanowski","M","1986-01-20"
291159,"1959-10-19","Goa","Auyong","F","1986-01-14"
290890,"1955-12-05","Margareta","Vitiello","M","1986-01-17"
290935,"1961-08-27","Thanasis","Pero","F","1986-01-19"
291434,"1957-04-25","Marko","Menhardt","F","1986-01-17"
291270,"1953-12-04","Lorien","Riefers","F","1986-01-02"
291651,"1954-06-20","Ortrun","Baaleh","F","1986-01-05"
291354,"1962-09-30","Kenton","Matteis","F","1986-01-09"
292089,"1956-09-04","Ronghao","Lores","M","1986-01-28"
291542,"1957-01-20","Barna","Rabehasaina","F","1986-01-17"
291908,"1954-02-28","Marek","Soloway","M","1986-01-12"
292095,"1964-04-03","Eben","Pramanik","M","1986-01-05"
292114,"1954-01-12","Kyoichi","Boreale","M","1986-01-21"
292394,"1952-08-29","Debaprosad","Rosis","M","1986-01-18"
292230,"1963-09-03","Fay","Bade","M","1986-01-06"
292242,"1961-09-11","Vivian","Klyachko","F","1986-01-21"
292432,"1952-02-03","Fumino","Muhlberg","F","1986-01-18"
292851,"1962-08-12","Qunsheng","Gurbaxani","M","1986-01-03"
292507,"1953-02-06","Feiyu","Jakobus","M","1986-01-30"
292899,"1959-07-25","Poorav","Mellouli","F","1986-01-11"
293501,"1955-07-30","Achilleas","Litecky","M","1986-01-07"
292828,"1965-01-10","Ziya","Tokunaga","F","1986-01-08"
293023,"1960-05-09","Odinaldo","Waymire","M","1986-01-25"
293083,"1960-01-26","Gian","Linnainmaa","M","1986-01-25"
293091,"1958-07-09","Branimir","Rosch","M","1986-01-04"
293811,"1958-02-22","Kiyomitsu","Kitsuregawa","F","1986-01-11"
293648,"1958-12-07","Eldridge","Baar","M","1986-01-22"
293957,"1956-10-20","Francoise","Gomatam","M","1986-01-13"
293722,"1956-06-12","Yongqiao","Isard","F","1986-01-04"
294046,"1959-06-04","Genevieve","Etalle","F","1986-01-04"
294069,"1952-06-17","Fei","Stellhorn","F","1986-01-04"
294079,"1963-07-23","Yuping","Businaro","M","1986-01-16"
294049,"1959-04-21","Sergi","Muhling","M","1986-01-27"
294126,"1956-08-18","Adit","Aseltine","M","1986-01-20"
294210,"1958-02-22","Thodoros","Lunt","M","1986-01-10"
294267,"1953-01-17","Shietung","Kawashimo","F","1986-01-17"
294734,"1957-04-18","Niranjan","Roison","M","1986-01-14"
294656,"1964-07-23","Visit","Mansanne","M","1986-01-23"
294675,"1959-08-28","Mohan","Basart","M","1986-01-31"
294678,"1958-02-08","Shimshon","Kabayashi","F","1986-01-20"
294794,"1956-01-09","Qunsheng","Ravishankar","F","1986-01-30"
295025,"1960-09-21","Ziyad","Chepyzhov","M","1986-01-03"
294930,"1954-12-15","Remmert","Baik","M","1986-01-19"
295687,"1957-07-28","Ute","Beznosov","M","1986-01-14"
295198,"1964-08-23","Ewing","Kirkerud","M","1986-01-20"
295767,"1964-01-01","Hatem","Cannane","M","1986-01-14"
295627,"1952-05-12","Richard","Borovoy","F","1986-01-23"
295938,"1952-10-07","Ziva","Beilner","M","1986-01-09"
295796,"1954-03-26","Ewing","Trachtenberg","F","1986-01-06"
296053,"1955-07-10","Karoline","Broomell","M","1986-01-26"
296055,"1960-05-16","Jinya","Krichel","M","1986-01-22"
296304,"1962-11-20","Stevo","Larfeldt","F","1986-01-06"
296071,"1958-10-13","Kagan","Spinelli","F","1986-01-18"
296701,"1954-07-14","Hirochika","Osgood","F","1986-01-12"
296520,"1955-04-11","Divine","Bugaenko","M","1986-01-17"
296719,"1963-04-18","Indrajit","Vecchio","M","1986-01-06"
297222,"1962-05-24","Anyuan","Piancastelli","M","1986-01-31"
296792,"1956-09-05","Duro","Kabayashi","F","1986-01-19"
296795,"1958-09-16","Nimmagadda","Bardell","M","1986-01-22"
296821,"1952-12-19","Charlene","Cooman","M","1986-01-28"
297228,"1964-12-25","Hideyuki","Suermann","M","1986-01-08"
297237,"1956-10-22","Lansing","Angel","M","1986-01-31"
297574,"1960-05-10","Chuanyi","Stille","M","1986-01-20"
297084,"1961-11-26","Arun","Bale","F","1986-01-21"
297428,"1963-12-09","Larisa","Choobineh","F","1986-01-14"
297580,"1955-08-09","Zhonghui","Seiwald","M","1986-01-10"
297592,"1952-03-05","Goncalo","Baezner","M","1986-01-11"
297900,"1953-08-20","Fuqing","Bala","M","1986-01-15"
297731,"1959-07-20","Lucien","Binkley","F","1986-01-14"
297749,"1963-09-22","Mototsugu","Serdy","M","1986-01-18"
298078,"1961-06-20","Ewing","Naudin","F","1986-01-02"
298116,"1954-02-11","Gaetan","Zhang","M","1986-01-06"
298153,"1961-04-01","Luigi","Plavsic","F","1986-01-04"
298202,"1956-02-26","Spyrose","Collavizza","M","1986-01-22"
298241,"1952-11-17","Mohd","Wendorf","F","1986-01-27"
298397,"1962-06-27","Palash","Mundy","M","1986-01-23"
298537,"1959-08-16","Constantine","Szilard","M","1986-01-22"
298538,"1960-04-28","Rosella","Olano","F","1986-01-09"
298792,"1955-03-17","Toney","Szilard","M","1986-01-10"
298685,"1959-03-25","Shaunak","Zlotek","F","1986-01-24"
298844,"1954-12-10","Vojin","Morrin","F","1986-01-09"
299052,"1958-08-22","Demos","Speer","F","1986-01-22"
299059,"1954-02-03","Kauko","Auyong","M","1986-01-23"
299327,"1955-07-06","Alain","Griswold","F","1986-01-03"
299394,"1959-11-06","Yongmin","Georgakopoulos","M","1986-01-29"
299680,"1959-12-17","Sadegh","Katalagarianos","M","1986-01-28"
299697,"1957-06-23","Kannan","Feinberg","M","1986-01-15"
299751,"1959-10-27","Kazuhito","Gerteisen","M","1986-01-18"
299775,"1954-01-26","Khaled","Journel","M","1986-01-18"
299924,"1953-02-05","Xiaoshan","Stemann","M","1986-01-25"
299961,"1963-03-28","Lokesh","Kroll","M","1986-01-21"
400040,"1961-04-23","Renny","Aumann","M","1986-01-14"
400063,"1962-02-03","Jungsoon","Zhiwei","M","1986-01-02"
400096,"1962-04-29","Xiaoqiu","Yurek","F","1986-01-15"
400100,"1964-01-21","Gilbert","Callaway","F","1986-01-26"
400129,"1963-03-05","Mircea","Kusakabe","F","1986-01-14"
299541,"1953-12-06","Subbu","Compeau","M","1986-01-04"
299584,"1957-08-23","Hsiangchu","Birke","F","1986-01-29"
299593,"1955-07-07","Aron","Panwar","F","1986-01-04"
299606,"1959-10-19","Roddy","Lampe","M","1986-01-15"
400316,"1964-04-13","Freyja","Dratva","M","1986-01-26"
400501,"1959-06-05","JoAnne","Birke","M","1986-01-16"
400540,"1963-06-30","Arie","Nishimukai","F","1986-01-09"
400561,"1955-04-22","Doowon","Thambidurai","F","1986-01-22"
400571,"1953-01-23","Stafford","Iacovou","F","1986-01-20"
400576,"1954-10-20","Hein","Kalorkoti","M","1986-01-11"
400144,"1964-09-03","Jouni","Herber","F","1986-01-24"
401096,"1959-04-12","Xiaoshan","Cardazo","F","1986-01-20"
400650,"1954-10-21","Alselm","Attimonelli","F","1986-01-16"
401392,"1961-12-10","Danai","Zastre","F","1986-01-28"
401792,"1956-06-08","Arun","Terkki","M","1986-01-23"
402040,"1953-09-07","Morrie","Azadmanesh","M","1986-01-23"
402511,"1963-08-19","Shigehito","Ernst","M","1986-01-21"
402750,"1954-07-24","Youjian","Hofmeyr","F","1986-01-22"
402934,"1960-02-05","Almudena","Zambonelli","F","1986-01-12"
402729,"1957-03-14","Georgy","Cesareni","F","1986-01-14"
403164,"1957-11-07","Thodoros","Broder","M","1986-01-22"
403356,"1964-09-10","Karsten","Muniz","F","1986-01-26"
403595,"1953-10-18","Maris","Thimonier","F","1986-01-06"
403119,"1960-04-22","Zhongwei","Goodrum","M","1986-01-24"
403420,"1960-05-01","Barry","Heystek","M","1986-01-17"
403844,"1961-10-11","Stafford","Erev","M","1986-01-19"
404445,"1963-03-15","Haldon","Berstel","M","1986-01-21"
403700,"1954-08-14","Cedric","Picco","M","1986-01-27"
404232,"1959-04-29","Younwoo","Isard","F","1986-01-27"
404271,"1963-12-06","Kristof","Champarnaud","F","1986-01-22"
404625,"1956-05-04","Ingmar","Brandsma","F","1986-01-08"
405440,"1961-06-01","Karoline","Grospietsch","M","1986-01-23"
404752,"1957-07-04","Vitaly","Rotem","F","1986-01-25"
404842,"1963-09-24","Valeri","Feinberg","M","1986-01-10"
405372,"1965-01-24","Masami","Merro","M","1986-01-09"
405376,"1962-10-28","Adil","Strandh","M","1986-01-26"
405382,"1953-05-29","Kamakshi","Mansanne","F","1986-01-23"
405746,"1955-08-03","Heon","Mondadori","M","1986-01-28"
405590,"1964-09-26","Augustine","Mitzlaff","M","1986-01-26"
406336,"1955-09-19","Nishit","Heiserman","M","1986-01-03"
405832,"1955-12-04","Dante","Bellone","F","1986-01-06"
405935,"1962-04-16","Saddek","Thimonier","M","1986-01-07"
406094,"1952-05-15","Rasiah","Sudbeck","M","1986-01-29"
406178,"1959-11-19","Youngkon","Daescu","F","1986-01-29"
406348,"1955-08-07","Zengping","Bugaenko","F","1986-01-09"
406505,"1958-09-11","Angus","Speel","M","1986-01-07"
406390,"1964-08-18","Stevo","Terlouw","F","1986-01-22"
406394,"1958-06-17","Georgi","Falck","M","1986-01-21"
406565,"1963-10-06","Hidekazu","Lorie","F","1986-01-25"
406768,"1954-11-05","Fumiko","Montresor","F","1986-01-14"
406862,"1957-05-22","Arumugam","Parveen","F","1986-01-18"
407039,"1954-08-17","Juichirou","Chachaty","M","1986-01-06"
406955,"1964-12-04","Vasilis","Maksimenko","F","1986-01-13"
406966,"1957-12-14","Zissis","Zeilberger","M","1986-01-07"
407043,"1955-08-15","Hercules","Kushnir","F","1986-01-29"
407078,"1962-02-11","Rosella","Aloia","F","1986-01-03"
407566,"1958-02-08","Stevo","Asmuth","F","1986-01-21"
407214,"1960-05-19","Nathalie","Erva","M","1986-01-02"
407487,"1953-09-20","Aloys","Frezza","M","1986-01-10"
407496,"1963-02-23","Youssef","Chappelet","F","1986-01-10"
407512,"1957-01-29","Jaber","Krohm","M","1986-01-25"
407883,"1958-05-24","Golgen","Heystek","F","1986-01-14"
407948,"1959-07-28","Sariel","Haraldson","M","1986-01-12"
407967,"1954-09-26","Tamiya","Simkin","M","1986-01-01"
407980,"1952-09-10","Gopalakrishnan","Munos","F","1986-01-16"
408125,"1955-11-14","Laurentiu","Famili","F","1986-01-11"
408095,"1957-02-23","Narain","Escriba","M","1986-01-07"
408262,"1956-08-27","Nevio","Boissier","F","1986-01-10"
408299,"1955-04-04","Hatsukazu","Litecky","M","1986-01-22"
408452,"1953-06-17","Toshimori","Valette","F","1986-01-06"
408214,"1954-06-29","Eberhardt","Tchuente","F","1986-01-29"
408754,"1962-05-21","Adas","Linares","M","1986-01-03"
408572,"1962-09-27","Goetz","Velardi","M","1986-01-20"
408633,"1953-07-02","Toshimori","Dratva","F","1986-01-12"
408930,"1956-05-02","Akeel","Lorch","M","1986-01-15"
409131,"1962-06-18","Huan","Karner","M","1986-01-23"
409163,"1958-07-04","Basem","Khalil","F","1986-01-18"
409447,"1955-11-22","Zita","Vieth","F","1986-01-17"
409790,"1962-08-08","Miquel","Marrakchi","F","1986-01-02"
409920,"1955-01-11","Maya","Hofman","M","1986-01-23"
409989,"1955-05-25","Xiaobin","Beerel","F","1986-01-21"
409995,"1953-06-12","Tomoyuki","Grospietsch","M","1986-01-03"
410045,"1958-02-07","Zine","Winter","F","1986-01-10"
410071,"1964-08-13","Przemyslawa","Kavanagh","M","1986-01-22"
410137,"1952-10-11","Seongbin","Murthy","M","1986-01-28"
409583,"1962-03-28","Rosella","Markovitch","M","1986-01-05"
410192,"1962-11-16","Shakhar","Rebaine","F","1986-01-15"
410479,"1952-03-02","Aron","Kadhim","M","1986-01-25"
410533,"1958-12-17","Fumitake","Wendorf","M","1986-01-14"
410318,"1961-11-13","Hirochika","Baba","F","1986-01-10"
410610,"1958-12-03","Pohua","Itzfeldt","M","1986-01-31"
410812,"1963-11-04","Florina","Barriga","F","1986-01-13"
410862,"1953-02-25","Shigenori","Shobatake","M","1986-01-13"
411036,"1954-08-18","Florina","Hofstetter","M","1986-01-31"
410733,"1955-08-20","Gill","Passafiume","M","1986-01-23"
410742,"1962-08-02","Paris","Ghelli","M","1986-01-21"
410763,"1953-08-10","Zhigen","Krohn","M","1986-01-10"
410775,"1952-02-07","Luerbio","Thebaut","M","1986-01-24"
411185,"1957-09-13","Abdelkader","Marrakchi","F","1986-01-01"
411152,"1955-11-08","Teruyuki","Schahn","F","1986-01-07"
411233,"1962-10-12","Tomokazu","Oppitz","F","1986-01-13"
411310,"1962-05-01","Rosella","Peak","M","1986-01-15"
411335,"1957-10-16","Wilmer","Anger","F","1986-01-14"
411387,"1964-06-02","Gor","Solares","M","1986-01-17"
411988,"1964-08-27","Roselyn","Albarhamtoshy","M","1986-01-18"
412251,"1964-11-09","Zito","Nannarelli","M","1986-01-25"
411870,"1957-01-04","Jeanne","Schiper","M","1986-01-20"
412258,"1956-09-27","Jianwen","Monkewich","M","1986-01-21"
412182,"1962-07-06","Raimond","Calkin","M","1986-01-11"
412281,"1957-07-17","Huican","Taubenfeld","M","1986-01-09"
